epoch,categorical_accuracy,loss
0,0.21256038546562195,1.601741075515747
1,0.22946859896183014,1.5952928066253662
2,0.26570048928260803,1.5828081369400024
3,0.2777777910232544,1.5732511281967163
4,0.30434781312942505,1.5649129152297974
5,0.34541061520576477,1.536834716796875
6,0.3188405930995941,1.5264321565628052
7,0.32125604152679443,1.5059056282043457
8,0.36231884360313416,1.4746628999710083
9,0.3888888955116272,1.4319714307785034
10,0.4033816456794739,1.4086180925369263
11,0.49033817648887634,1.3199398517608643
12,0.46859902143478394,1.2435296773910522
13,0.512077271938324,1.1672834157943726
14,0.5193236470222473,1.0994548797607422
15,0.5797101259231567,1.009416937828064
16,0.5942028760910034,0.952420175075531
17,0.6207729578018188,0.9021661281585693
18,0.6159420013427734,0.8711118698120117
19,0.6787439584732056,0.8022022247314453
20,0.6594203114509583,0.8071272373199463
21,0.6449275612831116,0.7635248899459839
22,0.6787439584732056,0.7305489778518677
23,0.6980676054954529,0.6992209553718567
24,0.7318840622901917,0.6212945580482483
25,0.729468584060669,0.595376193523407
26,0.7463768124580383,0.5924217700958252
27,0.7415459156036377,0.5825936198234558
28,0.770531415939331,0.5304738283157349
29,0.7632850408554077,0.5315975546836853
30,0.7584540843963623,0.5185192227363586
31,0.804347813129425,0.4554421901702881
32,0.8067632913589478,0.5164964199066162
33,0.782608687877655,0.5118407011032104
34,0.7971014380455017,0.492391973733902
35,0.8067632913589478,0.4332687556743622
36,0.8357487916946411,0.39722487330436707
37,0.8260869383811951,0.41338735818862915
38,0.8188405632972717,0.39582890272140503
39,0.8599033951759338,0.3393174409866333
40,0.8623188138008118,0.33037009835243225
41,0.8743961453437805,0.31237947940826416
42,0.8913043737411499,0.28825777769088745
43,0.8647342920303345,0.30888092517852783
44,0.90625,0.1882934868335724
