epoch,categorical_accuracy,loss
0,0.2053140103816986,1.6084765195846558
1,0.19565217196941376,1.601916790008545
2,0.19806763529777527,1.594254493713379
3,0.24637681245803833,1.5710597038269043
4,0.2801932394504547,1.5115879774093628
5,0.30917873978614807,1.4957748651504517
6,0.35990339517593384,1.4253787994384766
7,0.4299516975879669,1.3265799283981323
8,0.5,1.2779552936553955
9,0.49275362491607666,1.2099605798721313
10,0.5314009785652161,1.103216290473938
11,0.5942028760910034,1.074440598487854
12,0.6304348111152649,1.010820746421814
13,0.6473429799079895,0.9342349171638489
14,0.695652186870575,0.848960816860199
15,0.6884058117866516,1.0462980270385742
16,0.7222222089767456,0.8370192646980286
17,0.7222222089767456,0.7815058827400208
18,0.7463768124580383,1.2273728847503662
19,0.7536231875419617,0.7640379667282104
20,0.7149758338928223,0.7393303513526917
21,0.7584540843963623,0.6502577662467957
22,0.7415459156036377,0.6595284938812256
23,0.7777777910232544,0.6087911128997803
24,0.8188405632972717,0.5588592290878296
25,0.7898550629615784,0.5767343640327454
26,0.7753623127937317,0.5795050859451294
27,0.8285024166107178,0.5121305584907532
28,0.7850241661071777,0.7403712868690491
29,0.7415459156036377,0.9695923924446106
30,0.6763284802436829,0.9881710410118103
31,0.7439613342285156,0.7257565259933472
32,0.7632850408554077,0.6676015257835388
33,0.770531415939331,0.5821754932403564
34,0.8091787695884705,0.5322772264480591
35,0.8067632913589478,0.5523143410682678
36,0.8140096664428711,0.47774362564086914
37,0.8405796885490417,0.42402973771095276
38,0.8309178948402405,0.47093212604522705
39,0.8164251446723938,0.4724784195423126
40,0.8236715197563171,0.4585065245628357
41,0.8429951667785645,0.3909668028354645
42,0.8599033951759338,0.42309868335723877
43,0.8599033951759338,0.38294529914855957
44,0.9375,0.24810615181922913
