epoch,categorical_accuracy,loss
0,0.3588709533214569,1.0911481380462646
1,0.35483869910240173,1.080837368965149
2,0.3870967626571655,1.0590782165527344
3,0.39516130089759827,1.0288679599761963
4,0.43145161867141724,1.0071033239364624
5,0.5161290168762207,1.008429765701294
6,0.5,0.9981281757354736
7,0.5322580933570862,0.9573372006416321
8,0.5564516186714172,0.926306426525116
9,0.5604838728904724,0.8906176090240479
10,0.6129032373428345,0.818198561668396
11,0.7540322542190552,0.6966181397438049
12,0.7822580933570862,0.6190810799598694
13,0.774193525314331,0.7565044164657593
14,0.7903226017951965,0.684215247631073
15,0.7822580933570862,0.6220858693122864
16,0.8346773982048035,0.5811028480529785
17,0.8709677457809448,0.6990792155265808
18,0.8790322542190552,0.5180927515029907
19,0.8669354915618896,0.4947909712791443
20,0.9072580933570862,0.44685012102127075
21,0.8911290168762207,0.42487889528274536
22,0.9072580933570862,0.3879108428955078
23,0.9274193644523621,0.32911673188209534
24,0.9233871102333069,0.2659652829170227
25,0.9314516186714172,0.2893064022064209
26,0.9375,0.24880515038967133
