0.2742582,0.36416382,0.36157808,,,,,
0.28622714,0.34414825,0.36962456,,,,,
0.29671323,0.32889703,0.37438968,,,,,
0.30156383,0.3246732,0.373763,,,,,
0.29848585,0.33321324,0.3683009,,,,,
0.29009813,0.34999895,0.35990292,,,,,
0.2842814,0.35026723,0.36545137,,,,,
0.27766982,0.35178706,0.3705431,,,,,
0.270941,0.3519377,0.37712136,,,,,
0.26423275,0.34978485,0.38598248,,,,,
0.25713313,0.35007083,0.39279604,,,,,
0.25044537,0.3514243,0.39813027,,,,,
0.24478732,0.34828952,0.40692317,,,,,
0.23836863,0.34355804,0.41807333,,,,,
0.23076402,0.33763656,0.43159944,,,,,
0.22272809,0.33730367,0.43996826,,,,,
0.21483737,0.33473888,0.4504237,,,,,
0.21027057,0.32932523,0.46040416,,,,,
0.20811142,0.32126245,0.47062615,,,,,
0.21217854,0.3051095,0.48271197,,,,,
0.22437672,0.2854051,0.49021813,,,,,
0.24552736,0.2701721,0.48430052,,,,,
0.2709584,0.26096854,0.46807307,,,,,
0.29803053,0.25299492,0.44897455,,,,,
0.3238966,0.24662137,0.42948198,,,,,
0.34717318,0.24242112,0.41040576,,,,,
0.3599743,0.24149597,0.3985297,,,,,
0.36021033,0.24492012,0.39486957,,,,,
0.34255105,0.2630298,0.39441913,,,,,
0.30434185,0.30657512,0.38908306,,,,,
0.25659025,0.376276,0.36713374,,,,,
0.22714387,0.4162839,0.35657218,,,,,
0.21067178,0.44375333,0.34557495,,,,,
0.20330276,0.4512511,0.3454462,,,,,
0.19824035,0.4569665,0.34479317,,,,,
0.19249058,0.46466982,0.3428396,,,,,
0.184284,0.48712364,0.3285924,,,,,
0.17469652,0.51776856,0.30753496,,,,,
0.1679401,0.54214245,0.2899175,,,,,
0.16372831,0.56045496,0.27581674,,,,,
0.16386336,0.55584365,0.28029296,,,,,
0.16375256,0.55609274,0.2801547,,,,,
0.16200788,0.56956756,0.26842457,,,,,
0.15779579,0.5864049,0.25579932,,,,,
0.15208021,0.60023415,0.2476856,,,,,
0.14966565,0.5899773,0.26035705,,,,,
0.14126801,0.5978908,0.2608412,,,,,
0.13514584,0.5813544,0.28349978,,,,,
0.12944765,0.56825763,0.30229464,,,,,
0.12627299,0.55192816,0.3217989,,,,,
0.12638442,0.52754146,0.34607407,,,,,
0.12964219,0.49809232,0.37226555,,,,,
0.13475421,0.47015506,0.39509067,,,,,
0.14154013,0.4348319,0.423628,,,,,
0.15116028,0.3949164,0.4539233,,,,,
0.16682835,0.36065638,0.47251526,,,,,
0.18222398,0.3439665,0.47380945,,,,,
