0.26689267,0.67928755,0.053819794,,,,,
0.2626525,0.6858309,0.051516622,,,,,
0.27083987,0.67843705,0.05072309,,,,,
0.28653756,0.6624777,0.050984725,,,,,
0.30353945,0.6447665,0.05169409,,,,,
0.31767252,0.62966985,0.05265769,,,,,
0.32588238,0.62011886,0.05399877,,,,,
0.32695082,0.61828405,0.054765176,,,,,
0.31113738,0.6346701,0.05419259,,,,,
0.29913884,0.64350915,0.057352006,,,,,
0.3342072,0.6039124,0.061880387,,,,,
0.38885674,0.5442761,0.06686723,,,,,
0.4409916,0.48304662,0.07596171,,,,,
0.48998478,0.41884655,0.09116865,,,,,
0.5276536,0.3556555,0.11669093,,,,,
0.57009006,0.30826306,0.1216469,,,,,
0.5811335,0.28211033,0.13675617,,,,,
0.5850987,0.28133425,0.13356708,,,,,
0.5982044,0.28573567,0.11605991,,,,,
0.59465706,0.30519336,0.10014955,,,,,
0.5620696,0.35050642,0.087423906,,,,,
0.5163112,0.407468,0.07622074,,,,,
0.46760014,0.46533367,0.06706624,,,,,
0.4224016,0.5167868,0.060811613,,,,,
0.39156455,0.55122936,0.057206105,,,,,
0.37449273,0.570269,0.055238273,,,,,
0.36642048,0.57809865,0.055480875,,,,,
0.36403647,0.57904977,0.056913808,,,,,
0.36903474,0.5732711,0.057694208,,,,,
0.3772523,0.56261027,0.06013737,,,,,
0.38679674,0.55183446,0.061368845,,,,,
0.39559475,0.540553,0.06385223,,,,,
0.4024071,0.53060913,0.066983774,,,,,
0.40621147,0.5227773,0.07101127,,,,,
0.41614836,0.5108459,0.073005795,,,,,
0.4338525,0.4884297,0.077717826,,,,,
0.42779714,0.48896733,0.08323561,,,,,
0.44696623,0.46696812,0.086065635,,,,,
0.4829507,0.42845935,0.08859001,,,,,
0.5152487,0.3954053,0.08934599,,,,,
0.5367737,0.37550607,0.087720245,,,,,
0.548081,0.3671226,0.08479643,,,,,
0.5433432,0.37152454,0.08513221,,,,,
0.5461329,0.3699855,0.08388161,,,,,
0.56020904,0.35047868,0.08931226,,,,,
0.5831838,0.3104573,0.10635898,,,,,
0.6014137,0.25555107,0.14303516,,,,,
0.5945966,0.19204429,0.21335909,,,,,
0.6110199,0.14567687,0.24330318,,,,,
0.6584968,0.11102076,0.23048244,,,,,
0.7126214,0.089187264,0.19819134,,,,,
0.7588635,0.076028965,0.1651075,,,,,
0.80258495,0.069637,0.1277781,,,,,
0.8246979,0.068992,0.106310114,,,,,
0.8289711,0.07139948,0.0996294,,,,,
0.83190566,0.07483342,0.093260884,,,,,
0.8295662,0.080172874,0.09026088,,,,,
0.8268942,0.08624611,0.08685969,,,,,
0.8236443,0.08937635,0.08697943,,,,,
0.80840194,0.10446167,0.08713639,,,,,
0.78082585,0.13222954,0.08694466,,,,,
